commodity_code,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,WTO-AGP,CETA,CPTPP,Type
N2990FA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N2995,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N2995C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N2995D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3010,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3010AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3010AB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3010CA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3010CB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3010D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3010E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3020,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3020A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3020B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3020CB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3030,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3040,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3040E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3110,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3110B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3110F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3110G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3110H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3130,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3130A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3210,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3210D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3220,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3220J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3230,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3405,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3408,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3410,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3411,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3412,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3413,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3414,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3415,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3416,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3417,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3418,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3419,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3422,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3424,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3426,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3431,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3432,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3433,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3436,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3438,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3439,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3441,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3441AB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3442,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3443,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3444,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3445,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3446,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3447,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3448,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3449,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3450,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3455,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3456,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3460,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3461,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3465,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3470,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3510,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3510A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3510E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3510M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3520,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3530,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3540,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3550,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3550B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3590,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3605,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3610,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3610BDD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3610BE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3610BEC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3610BED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3610BEL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3610C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3610CPA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3610G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3611,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3615,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3615C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3615F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3620,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3625,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3630,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3635,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3640,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3645,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3650,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3650A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3655,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3660,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3660A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3660C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3670,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3680,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3685,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3690,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3693,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3694,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3695,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3695A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3710,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3710V,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3720,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3720C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3730,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3740,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3740B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3740BE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3740BF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3740BL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3740E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3750,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3750A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3750E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3750S,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3750TD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3760,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3770,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3770A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3805,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3805F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3810,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3815,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3820,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3825,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3825G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3825L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3825N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3825P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3825PC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3825QB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3825S,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3825T,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830DA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830DB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830ND,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830T,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3830U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3835,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3895,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3910,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3910G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3915,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3920,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3930,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3930D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3930E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3930EC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3930EH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3940,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3940E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3940EC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950BJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950BK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950BL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950BM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950FBC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950FD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950FE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950FG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950FH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3950G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3960,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3960A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3960B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3990,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3990B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3990E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3990EB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3990ED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3990F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3990G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3990N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3990Q,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N3990R,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4010,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4010A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4010AD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4010C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4010DA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4010DB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4010DC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4010E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4010F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4020,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4020A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4020D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4020G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4030,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110BA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110BD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110CB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110JA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4110Q,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4120A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4120AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4120B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4120BA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4120BB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4120BC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4120BD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4120BDB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4120BF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4120C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4120D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130HC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130JA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130LA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130LB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4130PA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4140,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4140A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4140C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4140CA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4140CE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4140CF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4140G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4150,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4210,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4210A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4210B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4210E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4210F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4210H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4210K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4210N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
N4210P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods
