,commodity_code,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,WTO-AGP,CETA,CPTPP,Type,CUFTA
2613,N4240NAM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2614,N4240R,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2615,N4250,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2616,N4310,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2617,N4310A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2618,N4310AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2619,N4310B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2620,N4310BA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2621,N4310BD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2622,N4310BG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2623,N4310C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2624,N4310CG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2625,N4310CH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2626,N4310CHA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2627,N4310CHB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2628,N4310CHC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2629,N4310D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2630,N4310DAB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2631,N4310E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2632,N4310EA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2633,N4310F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2634,N4320,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2635,N4320A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2636,N4320AB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2637,N4320B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2638,N4320BA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2639,N4320BB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2640,N4320BC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2641,N4320BCA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2642,N4320BF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2643,N4320BG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2644,N4320BJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2645,N4320BJB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2646,N4320C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2647,N4320D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2648,N4320DA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2649,N4320DB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2650,N4320DBA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2651,N4320E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2652,N4320EB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2653,N4320ED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2654,N4320F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2655,N4320FA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2656,N4320FB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2657,N4320FF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2658,N4320G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2659,N4320H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2660,N4320HA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2661,N4320J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2662,N4320K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2663,N4320KAB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2664,N4320L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2665,N4320LAA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2666,N4320M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2667,N4320N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2668,N4320PA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2669,N4320QA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2670,N4320RA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2671,N4330,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2672,N4330AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2673,N4330B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2674,N4330C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2675,N4330D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2676,N4330E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2677,N4330F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2678,N4410,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2679,N4410A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2680,N4410AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2681,N4410B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2682,N4410D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2683,N4410E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2684,N4410F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2685,N4410G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2686,N4410J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2687,N4410K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2688,N4410KA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2689,N4410KB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2690,N4410L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2691,N4410LA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2692,N4410LB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2693,N4420,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2694,N4420B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2695,N4420C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2696,N4420D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2697,N4420E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2698,N4420F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2699,N4420G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2700,N4420H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2701,N4430,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2702,N4430A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2703,N4430AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2704,N4430AC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2705,N4430AD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2706,N4430AE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2707,N4430B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2708,N4430C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2709,N4430CA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2710,N4430CB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2711,N4440,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2712,N4440A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2713,N4440B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2714,N4440C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2715,N4440D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2716,N4440G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2717,N4460,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2718,N4460A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2719,N4460B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2720,N4460C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2721,N4460D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2722,N4460E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2723,N4460F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2724,N4470,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2725,N4470A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2726,N4510,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2727,N4510A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2728,N4510AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2729,N4510AB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2730,N4510AC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2731,N4510AD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2732,N4510AE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2733,N4510AF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2734,N4510AG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2735,N4510AGA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2736,N4510AH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2737,N4510AK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2738,N4510E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2739,N4510EB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2740,N4510EC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2741,N4510EE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2742,N4510FB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2743,N4510G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2744,N4510GA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2745,N4510GAA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2746,N4510GAB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2747,N4510GC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2748,N4510GD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2749,N4520,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2750,N4520A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2751,N4520B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2752,N4520BA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2753,N4520BAD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2754,N4520BB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2755,N4520BE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2756,N4520BEB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2757,N4520BED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2758,N4520BEE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2759,N4520BEF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2760,N4520D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2761,N4520E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2762,N4520F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2763,N4520G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2764,N4520GA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2765,N4520GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2766,N4520J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2767,N4520JA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2768,N4520JB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2769,N4520JC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2770,N4520JD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2771,N4520JE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2772,N4520K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2773,N4520L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2774,N4520M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2775,N4530,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2776,N4530A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2777,N4530AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2778,N4530AC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2779,N4530B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2780,N4540,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2781,N4540A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2782,N4540AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2783,N4540AD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2784,N4540D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2785,N4540DA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2786,N4540E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2787,N4540G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2788,N4610,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2789,N4610A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2790,N4610E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2791,N4610L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2792,N4610LA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2793,N4610LB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2794,N4610LC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2795,N4610LD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2796,N4610N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2797,N4610P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2798,N4610Q,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2799,N4610R,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2800,N4620,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2801,N4620A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2802,N4620AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2803,N4620AB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2804,N4620ABA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2805,N4620ABB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2806,N4620ABC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2807,N4630,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2808,N4630AC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2809,N4630AF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2810,N4630AG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2811,N4630AK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2812,N4630AL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2813,N4630AP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2814,N4630AS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2815,N4630BA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2816,N4630BC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2817,N4630BE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2818,N4630BF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2819,N4630BG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2820,N4630BH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2821,N4630BJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2822,N4630BL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2823,N4630BM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2824,N4710,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2825,N4710A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2826,N4710AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2827,N4710AB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2828,N4710AE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2829,N4710AF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2830,N4710AH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2831,N4710AJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2832,N4710AK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2833,N4710AL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2834,N4710AM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2835,N4710AN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2836,N4710B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2837,N4710C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2838,N4710DE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2839,N4710E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2840,N4720,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2841,N4720A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2842,N4720AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2843,N4720AB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2844,N4720AC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2845,N4720AD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2846,N4720AF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2847,N4720AHB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2848,N4720AJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2849,N4720B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2850,N4720BB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2851,N4720BC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2852,N4720BK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2853,N4720C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2854,N4720E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2855,N4720EA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2856,N4720F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2857,N4720H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2858,N4720J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
