,commodity_code,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,WTO-AGP,CETA,CPTPP,Type,CUFTA
2859,N4720K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2860,N4730,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2861,N4730A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2862,N4730B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2863,N4730BB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2864,N4730BC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2865,N4730C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2866,N4730CA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2867,N4730CB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2868,N4730CD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2869,N4730CF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2870,N4730F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2871,N4730J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2872,N4730M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2873,N4810,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2874,N4810A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2875,N4810AE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2876,N4810AL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2877,N4810AN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2878,N4810AU,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2879,N4810AY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2880,N4810BE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2881,N4810BG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2882,N4810D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2883,N4810G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2884,N4810J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2885,N4810L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2886,N4820,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2887,N4820AB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2888,N4820AD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2889,N4820AE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2890,N4820AF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2891,N4820AJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2892,N4820AL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2893,N4820AP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2894,N4820AS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2895,N4820AZ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2896,N4820BE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2897,N4820BN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2898,N4820C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2899,N4820CC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2900,N4820CE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2901,N4820CJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2902,N4820CK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2903,N4820CN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2904,N4820CQ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2905,N4820DA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2906,N4820DC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2907,N4820DE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2908,N4820DG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2909,N4820DL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2910,N4820DN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2911,N4820DQ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2912,N4910,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2913,N4910B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2914,N4910D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2915,N4910E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2916,N4910H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2917,N4910L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2918,N4910M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2919,N4910N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2920,N4910P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2921,N4910RB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2922,N4910V,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2923,N4920,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2924,N4921,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2925,N4923,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2926,N4925,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2927,N4927,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2928,N4930,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2929,N4931,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2930,N4933,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2931,N4935,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2932,N4940,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2933,N4940B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2934,N4940C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2935,N4940D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2936,N4940E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2937,N4940F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2938,N4940G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2939,N4940J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2940,N4940K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2941,N4940L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2942,N4940M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2943,N4940N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2944,N4940P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2945,N4940R,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2946,N4940S,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2947,N4940T,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2948,N4940W,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2949,N4970,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2950,N5110,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2951,N5110B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2952,N5110C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2953,N5110D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2954,N5110DC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2955,N5110DE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2956,N5110GC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2957,N5110J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2958,N5110L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2959,N5110P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2960,N5110Q,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2961,N5110R,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2962,N5120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2963,N5120A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2964,N5120E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2965,N5120EA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2966,N5120EB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2967,N5120GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2968,N5120H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2969,N5120J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2970,N5120LH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2971,N5120M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2972,N5120MG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2973,N5120MJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2974,N5120ML,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2975,N5120MN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2976,N5120N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2977,N5120NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2978,N5120ND,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2979,N5120NE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2980,N5120NG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2981,N5120NJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2982,N5120NL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2983,N5120NN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2984,N5130,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2985,N5130A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2986,N5130AB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2987,N5130BA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2988,N5130BB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2989,N5130C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2990,N5130CA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2991,N5130CB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2992,N5130CE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2993,N5130CG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2994,N5130CK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2995,N5130CM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2996,N5130D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2997,N5130DA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2998,N5130DB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
2999,N5130DC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3000,N5130DE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3001,N5130DG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3002,N5130DH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3003,N5130DK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3004,N5133,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3005,N5133A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3006,N5133B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3007,N5136,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3008,N5136A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3009,N5136B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3010,N5136C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3011,N5140,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3012,N5140B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3013,N5140C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3014,N5140CA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3015,N5140E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3016,N5180,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3017,N5180A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3018,N5180B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3019,N5180C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3020,N5180D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3021,N5210,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3022,N5210A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3023,N5210AB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3024,N5210AE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3025,N5210B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3026,N5210C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3027,N5210D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3028,N5210E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3029,N5210F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3030,N5220,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3031,N5220A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3032,N5220B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3033,N5220C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3034,N5220D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3035,N5280,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3036,N5305,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3037,N5305B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3038,N5306,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3039,N5306A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3040,N5306B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3041,N5307,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3042,N5307A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3043,N5310,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3044,N5310A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3045,N5310D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3046,N5315,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3047,N5315A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3048,N5315C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3049,N5315D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3050,N5320,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3051,N5320A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3052,N5325,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3053,N5325C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3054,N5325F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3055,N5330,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3056,N5330A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3057,N5330AD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3058,N5330AE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3059,N5330C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3060,N5330CA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3061,N5330E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3062,N5330EB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3063,N5330EE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3064,N5331,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3065,N5335,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3066,N5335E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3067,N5340,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3068,N5340A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3069,N5340B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3070,N5340C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3071,N5340D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3072,N5340E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3073,N5340EA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3074,N5340F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3075,N5340G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3076,N5340H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3077,N5340K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3078,N5340L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3079,N5340M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3080,N5340N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3081,N5340NT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3082,N5340PA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3083,N5340S,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3084,N5340X,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3085,N5342,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3086,N5345,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3087,N5345A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3088,N5345B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3089,N5350,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3090,N5350A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3091,N5350D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3092,N5350E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3093,N5350F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3094,N5355,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3095,N5355A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3096,N5360,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3097,N5360A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3098,N5360B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3099,N5365,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3100,N5365A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3101,N5365B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3102,N5410,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3103,N5410A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3104,N5410AB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
3105,N5410AC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
